1.1.1.1	alcohol dehydrogenase
4.4.1.32	C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase
4.4.1.33	R-phycocyanin alpha-cysteine-84 phycourobilin lyase/isomerase
4.4.1.34	isoprene-epoxide--glutathione S-transferase
4.4.1.35	L-cystine beta-lyase
4.4.1.36	hercynylcysteine S-oxide lyase
4.4.1.37	intrinsic cysteine-dependent pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
4.4.1.38	isethionate sulfite-lyase
4.4.1.39	C-phycoerythrin alpha-cysteine-82 phycoerythrobilin lyase
4.4.1.40	C-phycoerythrin beta-cysteine-48/59 phycoerythrobilin lyase
4.4.1.41	(2S)-3-sulfopropanediol sulfolyase
4.4.1.42	S-adenosyl-L-methionine lyase
4.4.1.43	canavanine-gamma-lyase
4.5.1.1	DDT-dehydrochlorinase
4.5.1.2	3-chloro-D-alanine dehydrochlorinase
4.5.1.3	dichloromethane dehalogenase
4.5.1.4	L-2-amino-4-chloropent-4-enoate dehydrochlorinase
4.5.1.5	S-carboxymethylcysteine synthase
4.6.1.1	adenylate cyclase
4.6.1.2	guanylate cyclase
4.6.1.6	cytidylate cyclase
4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
4.6.1.13	phosphatidylinositol diacylglycerol-lyase
4.6.1.14	glycosylphosphatidylinositol diacylglycerol-lyase
4.6.1.15	FAD-AMP lyase (cyclizing)
4.6.1.16	tRNA-intron lyase
4.6.1.17	cyclic pyranopterin monophosphate synthase
4.6.1.18	pancreatic ribonuclease
4.6.1.19	ribonuclease T2
4.6.1.20	ribonuclease U2
4.6.1.21	Enterobacter ribonuclease
4.6.1.22	Bacillus subtilis ribonuclease
4.6.1.23	ribotoxin
4.6.1.24	ribonuclease T1
4.6.1.25	bacteriophage T4 restriction endoribonuclease RegB
4.6.1.26	uridylate cyclase
4.7.1.1	alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase
4.8.1.1	L-piperazate synthase
4.8.1.2	aliphatic aldoxime dehydratase
4.8.1.3	indoleacetaldoxime dehydratase
4.8.1.4	phenylacetaldoxime dehydratase
4.8.1.5	thiohydroximate-O-sulfate sulfate/sulfur-lyase (nitrile-forming)
4.8.1.6	N-(sulfonatooxy)alkenimidothioic acid sulfate-lyase (epithionitrile-forming)
4.8.1.7	phenyl-N-(sulfonatooxy)methanimidothioate sulfolyase
4.8.1.8	N-(sulfonatooxy)prop-2-enimidothioate sulfolyase
4.98.1.1	protoporphyrin ferrochelatase
4.99.1.2	alkylmercury lyase
4.99.1.3	sirohydrochlorin cobaltochelatase
4.99.1.4	sirohydrochlorin ferrochelatase
4.99.1.8	heme ligase
4.99.1.9	coproporphyrin ferrochelatase
4.99.1.10	magnesium dechelatase
4.99.1.11	sirohydrochlorin nickelchelatase
4.99.1.12	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase
5.1.1.1	alanine racemase
5.1.1.2	methionine racemase
5.1.1.3	glutamate racemase
5.1.1.4	proline racemase
5.1.1.5	lysine racemase
5.1.1.6	threonine racemase
5.1.1.7	diaminopimelate epimerase
5.1.1.8	4-hydroxyproline epimerase
5.1.1.9	arginine racemase
5.1.1.10	amino-acid racemase
5.1.1.11	phenylalanine racemase (ATP-hydrolyzing)
5.1.1.12	ornithine racemase
5.1.1.13	aspartate racemase
5.1.1.14	nocardicin-A epimerase
5.1.1.15	2-aminohexano-6-lactam racemase
5.1.1.16	protein-serine epimerase
5.1.1.17	isopenicillin-N epimerase
5.1.1.18	serine racemase
5.1.1.19	O-ureido-serine racemase
5.1.1.20	L-Ala-D/L-Glu epimerase
5.1.1.21	isoleucine 2-epimerase
5.1.1.22	4-hydroxyproline betaine 2-epimerase
5.1.1.23	UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase
5.1.1.24	histidine racemase
5.1.1.25	N-acetyl-D-glutamate racemase
5.1.2.1	lactate racemase
5.1.2.2	mandelate racemase
5.1.2.3	3-hydroxybutyryl-CoA epimerase
5.1.2.4	acetoin racemase
5.1.2.5	tartrate epimerase
5.1.2.6	isocitrate epimerase
5.1.2.7	tagaturonate epimerase
5.1.3.1	ribulose-phosphate 3-epimerase
5.1.3.2	UDP-glucose 4-epimerase
5.1.3.3	aldose 1-epimerase
5.1.3.4	L-ribulose-5-phosphate 4-epimerase
5.1.3.5	UDP-arabinose 4-epimerase
5.1.3.6	UDP-glucuronate 4-epimerase
5.1.3.7	UDP-N-acetylglucosamine 4-epimerase
5.1.3.8	N-acylglucosamine 2-epimerase
5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase
5.1.3.10	CDP-paratose 2-epimerase
5.1.3.11	cellobiose epimerase
5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase
5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
5.1.3.15	glucose-6-phosphate 1-epimerase
5.1.3.16	UDP-glucosamine 4-epimerase
5.1.3.17	heparosan-N-sulfate-glucuronate 5-epimerase
5.1.3.18	GDP-mannose 3,5-epimerase
5.1.3.19	chondroitin-glucuronate 5-epimerase
5.1.3.20	ADP-glyceromanno-heptose 6-epimerase
5.1.3.21	maltose epimerase
5.1.3.22	L-ribulose-5-phosphate 3-epimerase
5.1.3.23	UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase
5.1.3.24	N-acetylneuraminate epimerase
5.1.3.25	dTDP-L-rhamnose 4-epimerase
5.1.3.26	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
5.1.3.27	dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase
5.1.3.28	UDP-N-acetyl-L-fucosamine synthase
5.1.3.29	L-fucose mutarotase
5.1.3.30	D-psicose 3-epimerase
5.1.3.31	D-tagatose 3-epimerase
5.1.3.32	L-rhamnose mutarotase
5.1.3.33	2-epi-5-epi-valiolone epimerase
5.1.3.34	monoglucosyldiacylglycerol epimerase
5.1.3.35	2-epi-5-epi-valiolone 7-phosphate 2-epimerase
5.1.3.36	heparosan-glucuronate 5-epimerase
5.1.3.37	mannuronan 5-epimerase
5.1.3.38	D-erythrulose 1-phosphate 3-epimerase
5.1.3.40	D-tagatose 6-phosphate 4-epimerase
5.1.3.41	fructoselysine 3-epimerase
5.1.3.42	D-glucosamine-6-phosphate 4-epimerase
5.1.3.43	sulfoquinovose mutarotase
5.1.3.44	mannose 2-epimerase
5.1.3.45	UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase
5.1.99.1	methylmalonyl-CoA epimerase
5.1.99.2	16-hydroxysteroid epimerase
5.1.99.3	allantoin racemase
5.1.99.4	alpha-methylacyl-CoA racemase
5.1.99.5	hydantoin racemase
5.1.99.6	NAD(P)H-hydrate epimerase
5.1.99.7	dihydroneopterin triphosphate 2'-epimerase
5.1.99.8	7,8-dihydroneopterin epimerase
5.2.1.1	maleate isomerase
5.2.1.2	maleylacetoacetate isomerase
5.2.1.4	maleylpyruvate isomerase
5.2.1.5	linoleate isomerase
5.2.1.6	furylfuramide isomerase
5.2.1.8	peptidylprolyl isomerase
5.2.1.9	farnesol 2-isomerase
5.2.1.10	2-chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase
5.2.1.12	zeta-carotene isomerase
5.2.1.13	prolycopene isomerase
5.2.1.14	beta-carotene isomerase
5.3.1.1	triose-phosphate isomerase
5.3.1.3	D-arabinose isomerase
5.3.1.4	L-arabinose isomerase
5.3.1.5	xylose isomerase
5.3.1.6	ribose-5-phosphate isomerase
5.3.1.7	mannose isomerase
5.3.1.8	mannose-6-phosphate isomerase
5.3.1.9	glucose-6-phosphate isomerase
5.3.1.12	glucuronate isomerase
5.3.1.13	arabinose-5-phosphate isomerase
5.3.1.14	L-rhamnose isomerase
5.3.1.15	D-lyxose ketol-isomerase
5.3.1.16	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase
5.3.1.20	ribose isomerase
5.3.1.21	corticosteroid side-chain-isomerase
5.3.1.22	hydroxypyruvate isomerase
5.3.1.23	S-methyl-5-thioribose-1-phosphate isomerase
5.3.1.24	phosphoribosylanthranilate isomerase
5.3.1.25	L-fucose isomerase
5.3.1.26	galactose-6-phosphate isomerase
5.3.1.27	6-phospho-3-hexuloisomerase
5.3.1.28	D-sedoheptulose-7-phosphate isomerase
5.3.1.29	ribose-1,5-bisphosphate isomerase
5.3.1.30	5-deoxy-glucuronate isomerase
5.3.1.31	sulfoquinovose isomerase
5.3.1.32	(4S)-4-hydroxy-5-phosphooxypentane-2,3-dione isomerase
5.3.1.33	L-erythrulose-1-phosphate isomerase
5.3.1.34	D-erythrulose 4-phosphate isomerase
5.3.1.35	2-dehydrotetronate isomerase
5.3.1.36	D-apiose isomerase
5.3.1.37	4-deoxy-4-sulfo-D-erythrose isomerase
5.3.2.1	phenylpyruvate tautomerase
5.3.2.2	oxaloacetate tautomerase
5.3.2.3	TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase (dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose-forming)
5.3.2.4	TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase (dTDP-3-dehydro-6-deoxy-alpha-D-glucopyranose-forming)
5.3.2.5	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
5.3.2.6	2-hydroxymuconate tautomerase
5.3.2.7	ascopyrone tautomerase
5.3.2.8	4-oxalomesaconate tautomerase
5.3.3.1	steroid Delta-isomerase
5.3.3.2	isopentenyl-diphosphate Delta-isomerase
5.3.3.3	vinylacetyl-CoA Delta-isomerase
5.3.3.4	muconolactone Delta-isomerase
5.3.3.5	cholestenol Delta-isomerase
5.3.3.6	methylitaconate Delta-isomerase
5.3.3.7	aconitate Delta-isomerase
5.3.3.8	Delta(3)-Delta(2)-enoyl-CoA isomerase
5.3.3.9	prostaglandin-A1 Delta-isomerase
5.3.3.10	5-carboxymethyl-2-hydroxymuconate Delta-isomerase
5.3.3.11	isopiperitenone Delta-isomerase
5.3.3.12	L-dopachrome isomerase
5.3.3.13	polyenoic fatty acid isomerase
5.3.3.14	trans-2-decenoyl-[acyl-carrier-protein] isomerase
5.3.3.17	trans-2,3-dihydro-3-hydroxyanthranilate isomerase
5.3.3.18	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase
5.3.3.19	3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase
5.3.3.21	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase
5.3.3.22	lutein isomerase
5.3.3.23	S-methyl-5-thioribulose 1-phosphate isomerase
5.3.3.24	neopinone isomerase
5.3.4.1	protein disulfide-isomerase
5.3.99.2	prostaglandin-D synthase
5.3.99.3	prostaglandin-E synthase
5.3.99.4	prostaglandin-I synthase
5.3.99.5	thromboxane-A synthase
5.3.99.6	allene-oxide cyclase
5.3.99.7	styrene-oxide isomerase
5.3.99.8	capsanthin/capsorubin synthase
5.3.99.9	neoxanthin synthase
5.3.99.10	thiazole tautomerase
5.3.99.11	2-keto-myo-inositol isomerase
5.3.99.12	lachrymatory-factor synthase
5.3.99.13	4'-phospho-dehydrooxetanocin synthase
5.4.1.1	lysolecithin acylmutase
5.4.1.3	2-methylfumaryl-CoA isomerase
5.4.1.4	D-galactarolactone isomerase
5.4.2.2	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)
5.4.2.3	phosphoacetylglucosamine mutase
5.4.2.4	bisphosphoglycerate mutase
5.4.2.5	phosphoglucomutase (glucose-cofactor)
5.4.2.6	beta-phosphoglucomutase
5.4.2.7	phosphopentomutase
5.4.2.8	phosphomannomutase
5.4.2.9	phosphoenolpyruvate mutase
5.4.2.10	phosphoglucosamine mutase
5.4.2.11	phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)
5.4.2.12	phosphoglycerate mutase (2,3-diphosphoglycerate-independent)
5.4.2.13	phosphogalactosamine mutase
5.4.3.2	lysine 2,3-aminomutase
5.4.3.3	lysine 5,6-aminomutase
5.4.3.5	D-ornithine 4,5-aminomutase
5.4.3.6	tyrosine 2,3-aminomutase
5.4.3.7	leucine 2,3-aminomutase
5.4.3.8	glutamate-1-semialdehyde 2,1-aminomutase
5.4.3.9	glutamate 2,3-aminomutase
5.4.3.10	phenylalanine aminomutase (L-beta-phenylalanine forming)
5.4.3.11	phenylalanine aminomutase (D-beta-phenylalanine forming)
5.4.4.1	(hydroxyamino)benzene mutase
5.4.4.2	isochorismate synthase
5.4.4.3	3-(hydroxyamino)phenol mutase
5.4.4.4	geraniol isomerase
5.4.4.5	9,12-octadecadienoate 8-hydroperoxide 8R-isomerase
5.4.4.6	9,12-octadecadienoate 8-hydroperoxide 8S-isomerase
5.4.4.7	hydroperoxy icosatetraenoate isomerase
5.4.4.8	linalool isomerase
5.4.99.1	methylaspartate mutase
5.4.99.2	methylmalonyl-CoA mutase
5.4.99.3	2-acetolactate mutase
5.4.99.4	2-methyleneglutarate mutase
5.4.99.5	chorismate mutase
5.4.99.7	lanosterol synthase
5.4.99.8	cycloartenol synthase
5.4.99.9	UDP-galactopyranose mutase
5.4.99.11	isomaltulose synthase
5.4.99.12	tRNA pseudouridine(38-40) synthase
5.4.99.13	isobutyryl-CoA mutase
5.4.99.14	4-carboxymethyl-4-methylbutenolide mutase
5.4.99.15	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase
5.4.99.16	maltose alpha-D-glucosyltransferase
5.4.99.17	squalene--hopene cyclase
5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase
5.4.99.19	16S rRNA pseudouridine(516) synthase
5.4.99.20	23S rRNA pseudouridine(2457) synthase
5.4.99.21	23S rRNA pseudouridine(2604) synthase
5.4.99.22	23S rRNA pseudouridine(2605) synthase
5.4.99.23	23S rRNA pseudouridine(1911/1915/1917) synthase
5.4.99.24	23S rRNA pseudouridine(955/2504/2580) synthase
5.4.99.25	tRNA pseudouridine(55) synthase
5.4.99.26	tRNA pseudouridine(65) synthase
5.4.99.27	tRNA pseudouridine(13) synthase
5.4.99.28	tRNA pseudouridine(32) synthase
5.4.99.29	23S rRNA pseudouridine(746) synthase
5.4.99.30	UDP-arabinopyranose mutase
5.4.99.31	thalianol synthase
5.4.99.32	protostadienol synthase
5.4.99.33	cucurbitadienol synthase
5.4.99.34	germanicol synthase
5.4.99.35	taraxerol synthase
5.4.99.36	isomultiflorenol synthase
5.4.99.37	dammaradiene synthase
5.4.99.38	camelliol C synthase
5.4.99.39	beta-amyrin synthase
5.4.99.40	alpha-amyrin synthase
5.4.99.41	lupeol synthase
5.4.99.42	tRNA pseudouridine(31) synthase
5.4.99.43	21S rRNA pseudouridine(2819) synthase
5.4.99.44	mitochondrial tRNA pseudouridine(27/28) synthase
5.4.99.45	tRNA pseudouridine(38/39) synthase
5.4.99.46	shionone synthase
5.4.99.47	parkeol synthase
5.4.99.48	achilleol B synthase
5.4.99.49	glutinol synthase
5.4.99.50	friedelin synthase
5.4.99.51	baccharis oxide synthase
5.4.99.52	alpha-seco-amyrin synthase
5.4.99.53	marneral synthase
5.4.99.54	beta-seco-amyrin synthase
5.4.99.55	delta-amyrin synthase
5.4.99.56	tirucalladienol synthase
5.4.99.57	baruol synthase
5.4.99.58	methylornithine synthase
5.4.99.59	dTDP-fucopyranose mutase
5.4.99.60	cobalt-precorrin-8 methylmutase
5.4.99.61	precorrin-8X methylmutase
5.4.99.62	D-ribose pyranase
5.4.99.63	ethylmalonyl-CoA mutase
5.4.99.64	2-hydroxyisobutanoyl-CoA mutase
5.4.99.65	pre-alpha-onocerin synthase
5.4.99.66	alpha-onocerin synthase
5.4.99.67	4-amino-4-deoxychorismate mutase
5.5.1.1	muconate cycloisomerase
5.5.1.2	3-carboxy-cis,cis-muconate cycloisomerase
5.5.1.3	tetrahydroxypteridine cycloisomerase
5.5.1.4	inositol-3-phosphate synthase
5.5.1.5	carboxy-cis,cis-muconate cyclase
5.5.1.6	chalcone isomerase
5.5.1.7	chloromuconate cycloisomerase
5.5.1.8	(+)-bornyl diphosphate synthase
5.5.1.9	cycloeucalenol cycloisomerase
5.5.1.10	alpha-pinene-oxide decyclase
5.5.1.11	dichloromuconate cycloisomerase
5.5.1.12	copalyl diphosphate synthase
5.5.1.13	ent-copalyl diphosphate synthase
5.5.1.14	syn-copalyl-diphosphate synthase
5.5.1.15	terpentedienyl-diphosphate synthase
5.5.1.16	halimadienyl-diphosphate synthase
5.5.1.17	(S)-beta-macrocarpene synthase
5.5.1.18	lycopene epsilon-cyclase
5.5.1.19	lycopene beta-cyclase
5.5.1.20	prosolanapyrone-III cycloisomerase
5.5.1.22	(-)-bornyl diphosphate synthase
5.5.1.23	aklanonic acid methyl ester cyclase
5.5.1.24	tocopherol cyclase
5.5.1.25	3,6-anhydro-L-galactonate cycloisomerase
5.5.1.26	nogalonic acid methyl ester cyclase
5.5.1.27	D-galactarolactone cycloisomerase
5.5.1.28	(-)-kolavenyl diphosphate synthase
5.5.1.29	(+)-kolavenyl diphosphate synthase
5.5.1.30	labda-7,13-dienyl diphosphate synthase
5.5.1.31	hapalindole H synthase
5.5.1.32	12-epi-hapalindole U synthase
5.5.1.33	12-epi-fischerindole U synthase
5.5.1.34	(+)-cis,trans-nepetalactol synthase
5.5.1.35	(+)-cis,cis-nepetalactol synthase
5.5.1.36	hapalindole U synthase
5.5.1.37	catharanthine synthase
5.5.1.38	tabersonine synthase
5.6.1.1	microtubule-severing ATPase
5.6.1.2	dynein ATPase
5.6.1.3	plus-end-directed kinesin ATPase
5.6.1.4	minus-end-directed kinesin ATPase
5.6.1.5	proteasome ATPase
5.6.1.6	channel-conductance-controlling ATPase
5.6.1.7	chaperonin ATPase
5.6.1.8	myosin ATPase
5.6.1.9	(R)-2-hydroxyacyl-CoA dehydratase activating ATPase
5.6.2.1	DNA topoisomerase
5.6.2.2	DNA topoisomerase (ATP-hydrolyzing)
5.6.2.3	DNA 5'-3' helicase
5.6.2.4	DNA 3'-5' helicase
5.6.2.5	RNA 5'-3' helicase
5.6.2.6	RNA 3'-5' helicase
5.6.2.7	DEAD-box RNA helicase
5.99.1.1	thiocyanate isomerase
5.99.1.4	2-hydroxychromene-2-carboxylate isomerase
6.1.1.1	tyrosine--tRNA ligase
6.1.1.2	tryptophan--tRNA ligase
6.1.1.3	threonine--tRNA ligase
6.1.1.4	leucine--tRNA ligase
6.1.1.5	isoleucine--tRNA ligase
6.1.1.6	lysine--tRNA ligase
6.1.1.7	alanine--tRNA ligase
6.1.1.9	valine--tRNA ligase
6.1.1.10	methionine--tRNA ligase
6.1.1.11	serine--tRNA ligase
6.1.1.12	aspartate--tRNA ligase
6.1.1.13	D-alanine--poly(phosphoribitol) ligase
6.1.1.14	glycine--tRNA ligase
6.1.1.15	proline--tRNA ligase
6.1.1.16	cysteine--tRNA ligase
6.1.1.17	glutamate--tRNA ligase
6.1.1.18	glutamine--tRNA ligase
6.1.1.19	arginine--tRNA ligase
6.1.1.20	phenylalanine--tRNA ligase
6.1.1.21	histidine--tRNA ligase
6.1.1.22	asparagine--tRNA ligase
6.1.1.23	aspartate--tRNA(Asn) ligase
6.1.1.24	glutamate--tRNA(Gln) ligase
6.1.1.26	pyrrolysine--tRNA(Pyl) ligase
6.1.1.27	O-phosphoserine--tRNA ligase
6.1.2.1	D-alanine--(R)-lactate ligase
6.1.2.2	nebramycin 5' synthase
6.1.3.1	olefin beta-lactone synthetase
6.2.1.1	acetate--CoA ligase
6.2.1.2	medium-chain acyl-CoA ligase
6.2.1.3	long-chain-fatty-acid--CoA ligase
6.2.1.4	succinate--CoA ligase (GDP-forming)
6.2.1.5	succinate--CoA ligase (ADP-forming)
6.2.1.6	glutarate--CoA ligase
6.2.1.7	cholate--CoA ligase
6.2.1.8	oxalate--CoA ligase
6.2.1.9	malate--CoA ligase
6.2.1.10	acid--CoA ligase (GDP-forming)
6.2.1.11	biotin--CoA ligase
6.2.1.12	4-coumarate--CoA ligase
6.2.1.13	acetate--CoA ligase (ADP-forming)
6.2.1.14	6-carboxyhexanoate--CoA ligase
6.2.1.15	arachidonate--CoA ligase
6.2.1.16	acetoacetate--CoA ligase
6.2.1.17	propionate--CoA ligase
6.2.1.18	citrate--CoA ligase
6.2.1.19	long-chain-fatty-acid--protein ligase
6.2.1.20	long-chain-fatty-acid--[acyl-carrier-protein] ligase
6.2.1.22	[citrate (pro-3S)-lyase] ligase
6.2.1.23	dicarboxylate--CoA ligase
6.2.1.24	phytanate--CoA ligase
6.2.1.25	benzoate--CoA ligase
6.2.1.26	o-succinylbenzoate--CoA ligase
6.2.1.27	4-hydroxybenzoate--CoA ligase
6.2.1.28	3alpha,7alpha-dihydroxy-5beta-cholestanate--CoA ligase
6.2.1.30	phenylacetate--CoA ligase
6.2.1.31	2-furoate--CoA ligase
6.2.1.32	anthranilate--CoA ligase
6.2.1.33	4-chlorobenzoate--CoA ligase
6.2.1.34	trans-feruloyl-CoA synthase
6.2.1.35	acetate--[acyl-carrier protein] ligase
6.2.1.36	3-hydroxypropionyl-CoA synthase
6.2.1.37	3-hydroxybenzoate--CoA ligase
6.2.1.38	(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA synthase
6.2.1.39	[butirosin acyl-carrier protein]--L-glutamate ligase
6.2.1.40	4-hydroxybutyrate--CoA ligase (AMP-forming)
6.2.1.41	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate--CoA ligase
6.2.1.42	3-oxocholest-4-en-26-oate--CoA ligase
6.2.1.43	2-hydroxy-7-methoxy-5-methyl-1-naphthoate--CoA ligase
6.2.1.44	3-(methylthio)propionyl--CoA ligase
6.2.1.45	E1 ubiquitin-activating enzyme
6.2.1.46	L-allo-isoleucine--holo-[CmaA peptidyl-carrier protein] ligase
6.2.1.47	medium-chain-fatty-acid--[acyl-carrier-protein] ligase
6.2.1.48	carnitine--CoA ligase
6.2.1.49	long-chain fatty acid adenylyltransferase FadD28
6.2.1.50	4-hydroxybenzoate adenylyltransferase FadD22
6.2.1.51	4-hydroxyphenylalkanoate adenylyltransferase FadD29
6.2.1.52	L-firefly luciferin--CoA ligase
6.2.1.53	L-proline--[L-prolyl-carrier protein] ligase
6.2.1.54	D-alanine--[D-alanyl-carrier protein] ligase
6.2.1.55	E1 SAMP-activating enzyme
6.2.1.56	4-hydroxybutyrate--CoA ligase (ADP-forming)
6.2.1.57	long-chain fatty acid adenylase/transferase FadD23
6.2.1.58	isophthalate--CoA ligase
6.2.1.59	long-chain fatty acid adenylase/transferase FadD26
6.2.1.60	marinolic acid--CoA ligase
6.2.1.61	salicylate--[aryl-carrier protein] ligase
6.2.1.62	3,4-dihydroxybenzoate--[aryl-carrier protein] ligase
6.2.1.63	L-arginine--[L-arginyl-carrier protein] ligase
6.2.1.64	E1 NEDD8-activating enzyme
6.2.1.65	salicylate--CoA ligase
6.2.1.66	glyine--[glycyl-carrier protein] ligase
6.2.1.67	L-alanine--[L-alanyl-carrier protein] ligase
6.2.1.68	L-glutamate--[L-glutamyl-carrier protein] ligase
6.2.1.69	L-cysteine--[L-cysteinyl-carrier protein] ligase
6.2.1.70	L-threonine--[L-threonyl-carrier protein] ligase
6.2.1.71	2,3-dihydroxybenzoate--[aryl-carrier protein] ligase
6.2.1.72	L-serine--[L-seryl-carrier protein] ligase
6.2.1.73	L-tryptophan--[L-tryptophyl-carrier protein] ligase
6.2.1.74	3-amino-5-hydroxybenzoate--[acyl-carrier protein] ligase
6.2.1.75	indoleacetate--CoA ligase
6.2.1.76	malonate--CoA ligase
6.2.1.n2	amino acid--[acyl-carrier-protein] ligase
6.2.2.1	thioglycine synthase
6.2.2.2	oxazoline synthase
6.2.2.3	thiazoline synthase
6.3.1.1	aspartate--ammonia ligase
6.3.1.2	glutamine synthetase
6.3.1.4	aspartate--ammonia ligase (ADP-forming)
6.3.1.5	NAD(+) synthase
6.3.1.6	glutamate--ethylamine ligase
6.3.1.7	4-methyleneglutamate--ammonia ligase
6.3.1.8	glutathionylspermidine synthase
6.3.1.9	trypanothione synthase
6.3.1.10	adenosylcobinamide-phosphate synthase
6.3.1.11	glutamate--putrescine ligase
6.3.1.12	D-aspartate ligase
6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
6.3.1.14	diphthine--ammonia ligase
6.3.1.15	8-demethylnovobiocic acid synthase
6.3.1.17	beta-citrylglutamate synthase
6.3.1.18	gamma-glutamylanilide synthase
6.3.1.19	prokaryotic ubiquitin-like protein ligase
6.3.1.20	lipoate--protein ligase
6.3.1.21	phosphoribosylglycinamide formyltransferase 2
6.3.1.22	tRNAmet cytidine acetate ligase
6.3.2.1	pantoate--beta-alanine ligase (AMP-forming)
6.3.2.2	glutamate--cysteine ligase
6.3.2.3	glutathione synthase
6.3.2.4	D-alanine--D-alanine ligase
6.3.2.5	phosphopantothenate--cysteine ligase (CTP)
6.3.2.6	phosphoribosylaminoimidazolesuccinocarboxamide synthase
6.3.2.7	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase
6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
6.3.2.11	carnosine synthase
6.3.2.12	dihydrofolate synthase
6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
6.3.2.14	enterobactin synthase
6.3.2.16	D-alanine--alanyl-poly(glycerolphosphate) ligase
6.3.2.17	tetrahydrofolate synthase
6.3.2.18	gamma-glutamylhistamine synthase
6.3.2.20	indoleacetate--lysine synthetase
6.3.2.23	homoglutathione synthase
6.3.2.24	tyrosine--arginine ligase
6.3.2.25	tubulin--tyrosine ligase
6.3.2.26	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase
6.3.2.29	cyanophycin synthase (L-aspartate-adding)
6.3.2.30	cyanophycin synthase (L-arginine-adding)
6.3.2.31	coenzyme F420-0:L-glutamate ligase
6.3.2.32	coenzyme gamma-F420-2:alpha-L-glutamate ligase
6.3.2.33	tetrahydrosarcinapterin synthase
6.3.2.34	coenzyme F420-1:gamma-L-glutamate ligase
6.3.2.35	D-alanine--D-serine ligase
6.3.2.36	4-phosphopantoate--beta-alanine ligase
6.3.2.37	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--D-lysine ligase
6.3.2.38	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
6.3.2.39	aerobactin synthase
6.3.2.40	cyclopeptine synthase
6.3.2.41	N-acetylaspartylglutamate synthase
6.3.2.42	N-acetylaspartylglutamylglutamate synthase
6.3.2.43	[amino-group carrier protein]--L-2-aminoadipate ligase
6.3.2.44	pantoate--beta-alanine ligase (ADP-forming)
6.3.2.45	UDP-N-acetylmuramate L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate ligase
6.3.2.46	fumarate--(S)-2,3-diaminopropanoate ligase
6.3.2.47	dapdiamide synthase
6.3.2.48	L-arginine-specific L-amino acid ligase
6.3.2.49	L-alanine--L-anticapsin ligase
6.3.2.50	tenuazonic acid synthetase
6.3.2.51	phosphopantothenate--cysteine ligase (ATP)
6.3.2.52	jasmonoyl--L-amino acid ligase
