# $Id$
version  2 # of file format

# three-letter-prefix protein accessions (traditionally with five digits)
3+5  AAE  gb_patent_prot
: 5-6 8 20-3 30 2-3 6-40 3-51 4-6 9-60 5-7 9-71 3-81 3-4 9 91-200 2-4 9-12 8 20
: 2-4 6-31 3-4 6-8 44 6-8 50-62 4-5 8-71 3-6 8-83 5-6 8 91-4 6-300 3-7 10 2-3
: 5-8 21-3 5 7-8 30 3-4 7-41 3-4 6-51 3 5-6 9-60 3 5 8-73 5-6 8-9 81 5-99 403
: 7-8 11-2 5-6 8-9 23 6-30 3-40 4-5 8-55 7-62 4-5 8-70 2-6 8-9 82 4 7-94 6
: 502-5 7-13 5-7 9-28 30-4 6-9 44 53-8 60 2-4 6 8-73 5 7 80 2-4 6-9 92-3 5
: 8-603 5-7 9-10 2 5 7-9 24-30 2-6 9 41-4 7 50-6 8-61 5-6 72-4 7-80 2-7 9-90 2
: 4-700 2-3 5 10-6 8-9 24-7 30 2-3 7-40 2-3 5-8 51 4 6-9 61-3 8-70 3 6 8-81
: 4-92 5-6 8 800 3-4 6-13 5 8-20 2-5 7 9-31 3 5-6 8-9 42-5 7-8 50-2 4-5 7 9 61
: 3 5-6 8-9 71-2 7 80 2-4 6-96 8-9 903-5 8-9 11-6 21-5 9-31 3-40 3-5 7-8 51 4-6
: 9-67 70-5 7-8 80-2 5-7 9-95
: 9-9000 5-13 8 20-1 3-5 30 2-6 8 40 2 5 7-8 51-6 8-61 3-9 73-9 81-3 6-92 4-5 9
: 102 4-7 9-11 3-20 3-5 33-8 42-5 7-55 8-9 61-6 8-9 71-5 7-9 81 3 6-8 90-2 4-5
: 7 9 202 4-6 9 11-3 5 7-9 21-3 7 9-32 4 8-44 6-9 51-2 4 7-63 5-73 5-80 2-3
: 6-91 3-6 9 302-6 8 10 3 6-7 22 4-6 8-31 5-6 8 40-5 8 50 2 4 6-8 64-7 9-75 9
: 81-7 92 4 6 8-401 4-6 8 15-7 20 3-4 8 30-1 3 5 7-41 3-4 6-51 3-7 9-64 6-8 71
: 3-5 8 80-4 7-9 92-3 5-6 8 500-4 6-10 2-4 7-9 22-7 31 3-55 8-60 2-78 81 3-6
: 8-93 5-6 8-9 602-4 6-15 7-20 2-3 5-9 31-4 6-7 9-42 4-7 9-51 4 8 60-4 7-9 71-2
: 5-84 7-8 92 5-702 4-5 7-8 10-1 4-27 9 31-3 5-9 41 3 5-53 6-60 2 4-8 70-2 5-7
: 9 83-7 90 2 5-800 2-7 9-14 6-9 23-34 7-42 4-56 8 60-78 80-4 8 91 3 5 9-902
: 5-15 7-9 21-30 2-7 40-1 3-5 7 53-4 7-9 63 7-70 2-3 5-8 82-6 9-92 4-5
: 9-50003 6 10 3-5 7 9 21 3-7 30-1 3-6 40-50 2-5 7-9 61-4 7 72-4 6-7 80-2 4 6
: 8-9 91-2 4 7 9-102 4-6 8-16 9 23-4 6-31 4-5 7 9-41 3-7 9-58 60 3 5-8 70-2 4-5
: 82 4-9 91-200 2 6 8-9 12 4-20 4-6 9-30 3-5 8-41 3-8 53-6 60 3-9 73 5 80 2 4-9
: 92-303 6 10-1 4 6-21 3 6-36 8 40-5 50 3 5-7 61-2 4 6-77 9-81 4-7 9-90 3-6
: 9-400 2-3 5-6 8-10 4 7-24 6-8 31-2 5 7 9-40 2-8 51 5-63 5 7 9 71-6 9-81 4
: 7-97 500-2 5-6 9 12-3 6 8-23 5-6 8 32-3 5-6 8-42 6 8-51 5-6 8-60 2 5-7 9 72-4
: 6-7 9-81 3-92 4-5 7-603 6 10-4 7-20 2 4 7 30 2 4-6 8-40 2 4 6-9 51-5 7-67 9
: 71 4 6-8 80-7 9-95 7-9 702-3 5 7 9 11 3-4 6-7 9 23-31 4-7 9-40 2-9 51 4-62 4
: 7-9 71 3-5 7 9-80 2-3 7-90 3-9 801-3 5 7-10 2 4 6-21 4 7-9 33 6-9 42-3 5-7
: 53-4 9-65 70 2-4 6-83 5-9 91-3 6-7 9-900 2 4 8-10 2-6 21 5-7 9-35 7-9 41-2 4
: 7-9 51-2 4 6-61 3 5-7 9 71-2 4-5 7 81-2 4 6 9-91 3-4 6-8
: 1001-2 4-6 8-9 11-5 8-25 7-32 5 7-42 6 8-9 51 5-7 61-3 5-78 80-1 3 5 7-95
: 8-106 9-11 3-7 9-25 8 30-1 3 5 7-40 2-8 50-3 5-7 9-62 4 6-71 4-9 83 5-91 4
: 6-7 200-3 8-10 2-4 8-9 22-3 5-7 31-2 4-41 5-6 9 53-4 9-60 2-3 7-76 8-82 4 6
: 8-98 300-3 5-8 10-3 5-6 21-2 4-9 31-2 4-43 6-52 4-8 60 2-7 9 71 4 7-80 2-3
: 6-90 3-401 3-11 3 6-8 20-2 4-6 8-9 32 4 7-42 5-9 53 6-8 61-2 6-70 2-3 5 7 81
: 3-6 8 92-3 5-8 504-12 4-7 20-3 5 31-2 4-7 9 41 3 5 7-9 52-8 61 5 8 70-4 6-7
: 80 2-8 90-3 6 8-600 2-7 9-14 6 8-23 6 8 30-2 4-6 8 40 2-5 8 51-6 8-69 71-81
: 4-8 90-2 4-8 700-1 3-6 9 15 7-26 8 30-4 7-8 40-5 9-56 8-9 61 3 8-71 3-6 80-2
: 8-90 3-8 801 3-7 9-11 3-4 6-7 9-24 6-37 42-6 50 2 4-5 9 64-7 9 71-6 8-82 4
: 7-9 94 6-8 902-3 6-8 10-3 6-9 22 4-36 8-47 9-56 9 61-2 6-72 4 6 9-80 2-91 4
: 6-7
: 9-2005 7-9 13-4 8-31 3-6 8-41 5-8 50 2 5-65 7-8 70-1 3-4 6 9-80 2-7 90-2 4-8
: 100 2 4-5 7 9-13 5 8-24 6-7 9-31 3 5 8-9 41 4-53 5 7-61 6-71 5-8 82-3 5-90
: 2-3 5-6 9 203-4 8 10-1 4-5 7-8 25-6 8-31 3-7 9 43-4 6-9 51 3 6-9 62-6 8 70-1
: 4-7 9 84-6 8-95 7 9 304-6 9 11 3 7-9 21-2 4-30 3 5 8 40-2 4-6 9 51-5 7 9 62-3
: 6 8 71-2 4-7 83-4 6-7 9-91 6 8 400 2 7-13 5-9 22 4-8 34 6-7 9-43 8 50 5-6
: 63-4 7-9 71 4 6-7 9-82 7 9 91-2 5 8-501 5-9 14 7 9 22 6 32-3 6-8 40-2 4-50
: 2-5 9 61 3 5-6 73-6 8 80-6 9-95 8-600 3 5 7-10 2-4 6-20 2-5 7-30 2-42 4 6-7
: 9-50 2 4-5 7-69 75 7-8 82-4 6 8-9 91-3 5 7-700 3-8 12 4-21 3-30 2 5-7 43-4
: 8-51 3-9 66-75 7-80 2 4-7 90 3-4 8-800 2-5 7-12 5 7-8 22-7 9-31 3-4 6-7 9
: 42-5 7 50-2 4 8-9 62-70 3-4 6-7 81 3-7 9 91-2 5-7 9 901-10 2-5 7-8 20-1 3-31
: 3-4 6-42 5-6 8-9 51-3 6-8 61-2 4-70 3-5 7-80 2-4 91 3 8
: 3000-1 3-6 10 4 6-20 4 7 30 2-4 7 40 4 6-7 50-5 8 61 6 71 3 5 8-9 81-2 4 6-90
: 2 4-8 103 6-10 3 5-9 22-5 7 9-32 4-8 40-4 8 50 4-5 7 9 62-7 70-2 4 7-81 3
: 6-92 5-8 200-1 3 5-7 9 11 3 6 23-7 9-32 6 42 8-9 51-3 5 7-9 61 3-4 6-73 5
: 7-80 3-5 7-93 5-301 3-4 7-13 6 8 22-3 6 30-1 4-9 42 6-8 55 7-8 60-1 3-5 7-70
: 2-4 6 8 81-2 4-8 90 2-6 8-401 3-6 8-11 3-5 7 9 22-3 5-34 6-8 42-50 2-4 6-9
: 61-4 6-70 4-5 7-80 2-3 5 7-8 91-8 500-9 11 6-7 20 2-3 6-9 32-6 8 40 4-7 9-50
: 2 5 7-9 61-2 4-7 9 75 7-81 3 5 7 90-5 7 9-600 5-6 8-9 11-9 22 4-8 30-1 4 6-7
: 40 5-6 8 50-2 4-7 9-60 2 5-8 70 2 4 6-9 81-4 6-91 3 5 8-709 12-5 7 9-20 2-3 6
: 31 3-9 41 3-6 8-9 54 6 8 60-2 4 7-8 70 2 5 7-83 5-7 91-9 801 3 5-9 13-4 6
: 9-20 2 5-6 8-9 31 4 6-8 40 2-7 9 51-2 4 6-7 9-61 4-6 8 70-2 5-6 8-9 82-4 8-9
: 92-3 5 7 9-904 6-11 3-4 6-7 9 23 5-8 31 7 9-42 5-8 50 2-4 7-8 62 6-8 71-2
: 6-80 2 4-5 7-8 90-1 3 5
: 7-4007 9 11 3-9 21 3 6-7 30 3-4 8-40 2-5 7 50-4 6 60-1 3 7 70-2 4 7-8 80-1
: 5-7 9-93 5-7 101 3-12 5 7-24 6 8-33 6-41 4 6 8-56 8 61 3 5-7 9 73 5-7 80-3
: 7-97 9 202-4 7-9 11-3 5 7-24 6 8-30 2-42 5 8 50-1 5-6 8-9 61 3-5 8-71 3-4 6
: 9-85 7-8 91-2 4-300 4 6 8-11 3 7 9-24 6-8 30 2-5 41-6 8-51 3-8 60 3 6 8-70
: 2-6 8 80-1 4 7-90 2-5 7 9 402 4-8 13 5-20 3-5 9-30 2 5-6 8-9 41-6 50-4 6-63 5
: 70-1 3-4 7-80 2 5 8-93 6 8-500 2 5 7-9 11 5-8 20 2-5 30-2 4-6 9-48 50 2-3 6
: 8-60 3-4 8-71 3-81 6 9 91-2 4 7 9 601-4 7-9 11-3 5-6 24-5 9-30 2-3 6-7 9-43 5
: 7-52 4-5 7 9-60 4-6 9-72 4 9 81-2 4-5 7 9 92-3 5 7-708 12-7 9-20 2 6 30-3
: 5-42 4 6 8-50 2-3 6-62 4-6 8-9 72-4 7-8 80-8 90-7 9-804 6 8-10 2-4 7-20 2-3
: 5-8 30 2-5 8-40 2-8 50-1 3-8 60-3 5 7-9 71-2 5-7 9-80 2 6 8-90 4 6-8 900-6
: 9-11 5-9 22-3 5-6 30-2 4-6 8-9 42-9 55-6 9 61-4 6-72 5 7 80-3 90 3 5 8-9
: 5001 3-8 12 4-8 20 2-31 3-6 8 41-2 7-51 4-8 60-6 8-9 71-2 4-7 9-80 3-4 6-8 92
: 4-6 8-102 4-5 8 13-6 9-20 2-4 7-9 31-40 2-3 8 50-1 3 5 7-61 4-70 2 6 8 81-2
: 4-91 3 6-8 200 2-3 7 10 3 5-8 20-2 5-32 6-7 40 3-5 7 9 52 4 8 60-1 4-5 7 9-70
: 2 7 9-80 2-3 6-9 91-4 7 302-3 7-13 5-9 21 3 5-7 32 4-6 8 40-2 5 7-9 51 3-4
: 6-63 5 7-70 2 4-80 4-9 91-5 9 402 4-6 9-14 7 9-24 6 9 32-3 5-6 8-41 3 5 7 9
: 53-5 7-64 8-70 3-4 6-7 80-1 7-9 91-2 5 9-503 5-8 10 2-4 8-20 2-9 31 3-6 9-44
: 7 9 55-6 9-60 2-4 6-71 3 6-80 2-3 5 94 6-603 7 9 11-2 4 6-7 9-22 5 9 33-7 40
: 3-51 3-6 8-63 5-7 9-70 2 4-6 9 82 4 90-1 3-7 9-700 4-5 7-9 13-6 9-21 3-7 9-30
: 2-4 6 8 42 5 7-8 51-4 8-60 2-3 5-7 9-70 4-80 2-3 6-90 2 4 7 9 801-2 5 7-11
: 7-8 24-33 7 40 2-3 5-7 9 52-5 7-61 4-8 71-4 6-7 9 81-4 90 2-5 7-9 901 3 7
: 10-1 4-9 22 5 8-9 31-2 4 6-8 40-1 5-6 8-55 63-7 9 72-5 7-80 3 6-7 92
: 6000-1 3 7 9-10 3 5 9-21 4 7 9-36 9-45 8-52 4 6-8 63-6 70 2 4-5 7-8 81-2 4
: 6-90 2-4 6-100 3-8 10 3-22 4-6 9-38 40-2 7-8 53-4 7-60 2-5 7-71 3 5 7-9 81-2
: 5-7 9 94-8 207 9 15 7-20 2 5-32 4 7 40 3-8 50-1 5 8 60 2-6 8-70 2 4-7 80 4-91
: 8 300 2-5 8-10 2-6 9-20 2 4-5 7-30 2 4 7-9 41-3 5-7 50 5 8-62 4-9 73-6 9-82 4
: 6 8-9 91-6 8-400 3 6-7 9-10 2-3 5 9 22-4 8-9 31-42 4 6-53 6-7 9-60 3-4 7-9
: 72-7 9-87 9-91 4-6 501 3 5-6 8 12 4-7 9-26 30-4 6 8-9 41-7 52 4-7 9-64 6-9
: 72-3 5-6 83-4 6-7 9-91 9-600 2 5-8 10-2 5-7 9-22 4-33 5 8-9 44-6 8-52 7-9
: 61-3 6-74 6-7 9-80 2 4 6-9 92-5 8-9 701-5 7-10 4 9 21-9 31-3 5-7 40 2-4 6-8
: 51-5 7-8 60-3 6-7 9 75-7 80-5 7-8 90-1 6-7 9-804 7-8 10-3 5-8 20-1 3-6 8-30
: 2-3 6-7 9-42 6 8 50 2 7-8 60 3-6 70-2 4 6 9-80 2 4-5 7-9 91 3 5 7 9 901-2 4-5
: 7-8 10-1 4 21-4 7-33 6 8-42 4-5 50-2 5-7 9-61 3 5-9 71-5 8-81 6-90 2-7
: 7000-7 12-3 5-6 8-20 2-30 2 4-8 40-4 6-52 5 7-60 2-6 9-72 4-5 7-8 80 2 5 7-91
: 3-101 4-6 8 10-3 7 20-1 3-8 30-3 5-8 43-5 7-8 51-2 4-9 61 4-7 9-72 6-8 80-3 6
: 8-90 5 7 9-203 5-11 3-7 9-20 3 7 30-2 5 9-42 5-6 8-53 5 8-9 63-5 7 70-82 6 8
: 90-2 4-7 303-4 6-8 10 5-6 9-20 2-3 5-32 4-5 7 9-44 9-51 3-4 6-60 2-5 8-74 6-8
: 83-4 7-9 92 4 8 400-2 4-6 9-10 3-4 6 8 20 2-3 5 7-9 31-2 4-7 9-43 5-6 9 51-2
: 4-62 4-5 7-8 70 2-3 5-81 5 7 90-3 6 9-502 5-6 9 11-4 7-8 20 5-6 31 3-5 7-9
: 41-2 5 7 9-50 2 4 6-7 9 62 6-8 71 3-8 80 3 5-7 9 91-6 8 600 2-3 6-8 10-1 5 8
: 22 6-9 31 3-5 7 42-5 7-8 51-2 5 7-8 60-1 3-6 8-9 73-81 5 8-94 6 8-701 3-6
: 9-11 3-9 21-4 31 5-6 8-9 41-2 4 6 51-6 8-61 4-6 9-88 90-3 5-9 801-3 5 8-9
: 11-6 8 21-2 4-32 5-6 9-43 5-6 50-2 4-5 8-9 62 5-7 9 71 3-4 80 2-4 7-92 4 7-8
: 900-4 6-10 2-21 3-4 6-7 9 31 3 5 9-42 6 8 51 3 5 7-9 62-70 2-7 81-3 5-6 8-90
: 2-3 5-7
: 8000-7 9-18 22 4 6 8-30 2-4 9-40 2 5-8 50 2-3 7 9-63 5 8-9 71 3-6 8 81 6 8-9
: 91-7 101-3 5 11-2 5 8 20-1 5-6 9 31 3-5 8 40-1 5 7-8 50-3 7-9 61-5 8 71 3-5 8
: 80-3 6-7 93-7 201-8 10 2-4 8-9 22 6-7 9-33 5 8 40 4-6 8 51-4 8-60 3 5-6 8-73
: 5 7 80-2 4-9 92-303 9 12-6 8-20 2 4-7 32-5 8-40 6-9 51 3 62-4 6-7 9-72 4 7-84
: 6-9 93 5-7 9 401-6 8-10 2 4 6 8-9 21 6-9 31-3 5-9 41 4-5 52-5 7-9 62-5 8-75
: 7-84 6-7 9 92 7-500 3-6 8 10 2-3 7 23-4 8-30 2 4-5 40-3 8 52 5 7 9 61-4 6-8
: 73 6 8-80 4-90 2 5 7 600 5-7 10 2-4 7-9 23-4 6-7 30-6 8-40 2 6 8 51-3 5-6 60
: 2-4 6-9 72-4 7-8 80-4 7-90 4 6-7 700 2-3 7-11 4-7 29-30 3 5-6 8-40 3 5 50 2 9
: 61-4 6 8-71 4-6 8 80-2 4 6 90 2-3 5-6 9-804 7-9 11-3 5 8-20 2-8 30-3 6-41 3 5
: 50-6 60-4 70-2 6-7 80 6-7 9-93 5 7 9 901-2 4-5 7-8 11-4 20-2 5-7 9 32 6 40-3
: 5 7 9 51-2 4 60-2 4-7 9 71-5 8 81-5 7 9-95
: 7-9002 10-8 21-33 5-6 41-2 7-9 53-8 61-2 4 6-7 70-1 3 9 81-5 7-8 92-5 7-9 102
: 4-5 9-10 3 5 9-21 3-31 5 7-40 2-51 7-60 6-70 3 5 84-5 7 91-2 4-7 9-201 3-4 7
: 11-4 6 8 20-2 4-9 32-3 5-6 8-44 6-50 2-8 62-5 7 9-70 2-5 7-8 80-2 4 7 9-90
: 4-300 3-4 6-7 11-3 5-6 8 20-1 4-30 2-3 6 43-8 51 3-4 6 8-60 2-5 7-70 2 5-6
: 9-80 2-4 7-96 9-400 3-5 8 10-1 3 5 7-9 22 4 6-7 30 2-7 40 2 4-5 7-50 3-6 62-4
: 71-6 8-82 5-7 90 3-6 8-502 5 7-9 11-2 5 8-23 5-30 2 4 6-9 41-6 9-50 2 4-6 8-9
: 61 4-7 71-2 4-5 7-9 81-3 7 9-92 4-5 8 603-4 6-7 9 11-3 5-8 20-5 9-31 4 6-7
: 9-40 2-5 8 50 5-7 60 2 5-71 3-6 8-80 2 8-9 92 6 8-700 2-5 7-10 3 5-6 9-20 2 4
: 7 9 31-6 9-42 7 50 2-3 6 8-60 3 6 72 5-81 3-5 7-8 91-3 5 7-8 801 3 5-9 12-3 5
: 7-8 20-5 7-9 34 8-9 41 5-8 50-2 4-5 7-8 60-1 3 5 8 70 2-3 7 9-81 3-5 8-93
: 6-901 4-5 8 11-4 6-7 9-20 3 6 9 31 3 5-7 41 3-5 7 53-4 6-65 7 70-2 4-5 8-9
: 83-7 9 92-7
: 60000 3-5 7-8 10 3-5 7-9 21 4-5 7-9 31-6 9-41 3-4 6-55 7 9-65 7 9 75-6 8-80
: 2-5 93-6 9 103-6 8-9 11 4-5 7 9 21-5 31 3 6 9-53 5 8 61-5 7 9-70 3 8 80-1 3
: 5-7 90-1 4-8 200-2 4-11 4 8-21 3-4 7-8 35-7 9-40 3-6 8 50 2 4-9 63-8 72-9
: 81-2 4-5 8-9 91 5-7 300-1 4-8 10-1 5 7-8 20 7-9 32 8-9 41 3 8-9 52-8 62 7-9
: 71 3 7 9-82 7 9-92 5 7 400-4 8 13-5 9 21-2 7-30 2 5 7-8 40 3-4 6-50 3-62 6-9
: 71-4 6 8 80-2 4-5 7-9 92-3 5 8-503 5-7 10 3-4 6-7 9-20 6 30 2-3 5-40 2-3 5-6
: 9-57 9-63 9-70 4 6-8 80 2-3 5-90 2 4-5 8 600-3 5-6 8-12 4 6-7 20 2-3 5 7-32 4
: 7 9-40 2-56 9 63-4 6 8-77 9 83-6 90-2 4-5 9-700 2 4-5 7-9 13-4 6-7 9-21 3-5 7
: 9 31 3 5-8 40 2 4-52 4 6-61 3 5-6 8-70 3 5 7-9 83 5 7-8 91-2 4-7 9 802-4 10-1
: 4-6 9-21 4 6 9 31-3 6-41 5-7 9-50 2-3 7 9 61-4 7-72 4 6-7 9-80 2-5 7 9-90 5-6
: 900 2-3 5 8-9 11-3 6 8-20 4-6 8-30 3-5 7 9-40 2-5 7-8 50 2-4 6-7 9-61 4 6-8
: 74-9 81-2 9-92
: 4-1001 4 9 11 3-4 9 21 4-6 9 31 3-8 40-3 5-6 9-50 4-5 8-9 62-4 7-8 70 2-3 9
: 81-2 4 7 9-93 5 8-100 2-6 8 11 3 5 22 6-30 2-4 45-50 3-8 63 6-7 9-71 4 6-7 9
: 82 5-8 90-1 3-6 9-203 5 7-10 2-4 6-8 20 3 5-30 2-7 9-40 2 4 7 9-51 3-4 6-65 8
: 72-5 7-9 81-5 9-90 2-3 5-9 301 3-6 9-18 20-1 4-7 31-6 8-41 3-5 7 9-53 6-8
: 60-1 9-73 5 7-80 4-91 6 8-9 401-5 10 4-22 4-6 8-30 2-3 6-9 42 5-55 60-5 7-70
: 4 6-82 4 6-7 9 92-502 4-10 2 5 8 20 2 6-30 3-52 4 8-9 63 5-6 8 70-81 4 8-9
: 92-9 606-9 11-4 9-21 3-6 9 32-4 7 9 41-2 6 52-4 6-7 60-1 70 2-3 6-81 4 7-90 5
: 8-9 701-2 4 6-9 11 3-7 26 40-2 4-5 7-9 52-3 7-8 60 5-7 9-73 7 9-80 2-6 8-9 94
: 6 8-9 802 4-6 9-10 2 4 9 22-4 6-31 6-7 42 4 8-51 4-5 7 61-2 4-8 70-1 3 5-7
: 9-81 3 6-8 91 4 6 903 7-8 10 3-5 7 9-21 7 31-5 7-44 7 50 4-6 8 61-3 6-70 2
: 4-6 81 3-7 9 91-2
: 5-2000 2-3 5-10 2-3 6 9-20 2-4 7-30 2-3 6 40-1 7 51-2 5 8 62 5-71 3 6-7 9 82
: 4-9 93-6 8-9 101-2 7-8 13 6-9 21 3-4 6-7 30-1 5-9 41 4 54-8 60-5 8-70 2-6
: 80-1 5-7 9-90 3-4 6-201 5 7 10-2 7-9 23-6 9-37 41-5 9-50 4 6 62 5 7 9-70 2 4
: 7-8 80-4 6-7 90-1 3 303 5-18 20-2 4-6 9-31 4-40 2-6 9-50 5-6 60 3-4 6-7 75
: 7-8 80-1 4-5 7 9-91 3-6 404 8 10 4-21 4-6 8-30 4-6 9-40 3-4 6-9 53-6 8-61 3 5
: 8-70 3-7 81 4-8 90 2-4 503 5-7 9-23 5-6 9-31 5 7-41 3-7 51 3-6 8 60 8 70-1
: 3-5 80-7 9 94-5 8-9 602-4 7-11 5-6 9 21-3 5-7 30-1 3-4 7 9 41-2 6-8 52-5 7
: 9-61 3-7 71-5 7-8 81-5 8 90-2 5-703 5 11 3 6-7 9-20 4-9 31 3-40 2-4 6-8 52-5
: 9-60 3-7 9 71-9 81-2 5-8 90-4 6-7 9-801 3-8 11 5-6 8-26 8-9 31-6 9-41 4 6
: 8-50 3 6-65 7 9 71-3 5 8-84 8-9 92 4-6 8 900-4 6-9 11 7 9 21-2 4-8 30-1 3-4
: 7-8 42-3 5 7 50-3 7-63 5 7-71 5-6 84-6 9 93
: 6-3003 6-8 11-2 4 6-9 21-4 7-33 5-7 40 3-4 8-51 4-6 8-9 62 4-6 8-70 2-4 6-83
: 6-7 90-1 3 7 9-105 10-1 4-5 8-9 21-2 4 6-31 3 5 7-8 40-6 8 51-60 2-3 5 7 70
: 2-3 6-7 9-80 2-4 6-9 94 9-207 9-11 3-4 6 8-20 2-4 6-8 30-2 4 7-8 40-2 4-7
: 50-3 5-6 60-3 5-72 5 9 82-4 6 8-9 94-5 7 9-301 3-7 9 12-21 3-4 7 9 32 4 6-42
: 4 7-8 53 6 61-2 5-7 9-70 3-6 8 81-7 9-90 2-4 6-402 4-6 9 12-8 20-1 3 5 9 31 3
: 5-7 9 43-4 9-51 3 7-62 4-70 2-4 6 8-80 2-6 8 90 2-9 502-4 6-7 9 12 4 6-7 9
: 22-7 30 4-5 8 40-2 5-6 9-50 3 5-9 61-5 9-73 5-80 2 5-92 4-6 9-601 4-5 7-9
: 13-4 6-8 20 2 4-30 3-7 41 4 7 50-2 4-7 9-65 7 9-71 3-7 9 81-6 8-9 91-3 5
: 9-706 9 11-2 4 6 8 24 6-7 30-1 8 40-3 5 8-53 6 60 2-4 6 8 70-5 7 80-4 6 9-92
: 5-7 800-1 4-6 9 13 6-9 23-4 6-9 32-3 5-6 8 40 3-4 7 9-51 3-4 6-62 4 7 70 4-8
: 80-7 90 2-5 8 900-1 3 5 9 11-5 7-20 3 6 9-30 2 6-7 9-43 5-54 6 8-9 62-4 7-70
: 2-3 9-82 4-8 90-8
: 4000-2 5-10 3-6 8-25 7-30 2-3 5-8 40-4 6 8 51-4 8 60 2 5 7-70 2 5 80-1 3-5
: 9-91 3-6 8-103 6 8-12 4 7 9-21 3-4 6-8 30 3-40 2-3 5-8 50-1 3-4 6-8 60-2 4-73
: 7-8 80-4 6-95 200 2-5 8-9 12-4 7-9 23-6 8-9 31 3 5-7 9-52 4 6 62 9-70 2 4 6-9
: 81-3 6-90 2 4 6-304 6 8-10 2-4 6-9 22 4-5 8-9 31 3-7 40-6 8-51 4-7 9-60 2
: 6-70 3-4 6-86 9 93-6 8-9 401-6 8-12 4 6-9 21 3 5 7 9 34-5 7 9-44 6-56 8-62 4
: 6-9 71-3 5-82 6-7 9 91-3 7-504 6 8 10-9 21-5 7-34 7-41 3-6 9 52-4 6-9 62 4 6
: 9-73 5 7 9-84 6-94 6-9 601-8 12-4 6 8-9 21-3 5 7-8 30-3 6-8 40-1 3-4 6-9 51-2
: 4-9 61-3 5-7 9-72 4 6-9 82-3 5 7 90 2 5 8-700 2-4 6-9 11 3-8 20 2 5-7 9-30
: 3-6 8 40 2-3 5-51 3-4 6-7 61-2 4 6-7 9 72-4 6-8 80-96 800-2 4-7 9-10 2-4 6
: 8-20 2-3 6-8 30 2 4-6 8-41 4 6-8 50-2 4 6-7 9-61 4 6-7 9-73 5-6 80-5 9-96 8-9
: 901-8 10-6 8-26 8-9 33-4 6-7 9 42 4 6-8 50 2-4 6-7 9-63 5-6 9-72 4 6-9 81-2 4
: 6-9 91-8
: 5000-1 4-5 7 10-2 4 6 8-27 9-35 8 41-3 5 7 9 51 3-4 8-9 61 4-6 8-75 7 9-80
: 3-6 8-90 2-5 8 101-2 5 8-11 3 8 20-7 9 33-4 8-9 43-4 7 50-1 3-63 7-70 2-6 9
: 81 3-4 98-9 204 10-1 3 5-6 8-9 21 3-4 8-33 8-44 8-50 6 62-3 5 7 9 71-7 81 4-8
: 90 2-4 7 9-301 3-6 11 3 8-21 5-31 3-47 9-52 8 62-3 5-6 8-71 3-4 6 8-81 4-6 8
: 90-3 9-401 3-15 7-20 2 4-6 8-35 7-41 3 5-6 9 51 3 5-6 9 62-3 8-73 5-6 8 81-4
: 8-9 91-3 6-9 501-6 8 11-2 5-23 6 9-32 4-7 9 42-3 5-6 9-52 4-7 9-60 7-70 2 4-5
: 7 9-81 3 5-6 8-91 4 6 8-604 6-11 4 21 4-5 7 9 32-5 8-41 4 6-7 9-50 3-4 6-9 61
: 9-74 6-8 81-2 4 6 95 7-8 700-4 6-8 12 4 6 8-22 4-5 8-30 2-4 6-7 9 41 3-8 52-6
: 61 4-73 5 7 9-82 4 8-91 4 6-7 803 5-8 10 2 6-9 24-37 40-5 8-63 6-7 9-70 2-6 9
: 81-2 7-8 90-2 4-6 8 900-1 3 5-6 8-10 2 4 7 23-4 6-32 41-2 4-5 7-8 50-3 5-9
: 61-2 6-7 70-1 3 6 8 80-2 5-7 9 91-6 8
: 6002-4 7 14 7 9-24 7-8 33-6 9-42 5-8 50-1 3 5-9 61 3-6 8 70-5 7-89 93-6 8-100
: 3-4 7 9 12 4-21 3-4 7 9 31-3 6 9-40 2-4 9-54 8 60-9 71-2 4-6 9-80 2 4 6-7
: 91-6 8-201 3-17 20 2-4 6 8-9 31-8 40-2 4 6 8-9 52-4 7-9 61-3 6-8 72-3 5-6
: 8-83 6-9 91-3 5 7-301 4-5 7 13 6 8 22-3 5-7 9 34-5 7-42 4-6 8 50-5 60-1 4 6-8
: 73 6-81 3 6 8-90 3-400 2-3 6-16 8 21-2 4 6 8-33 6-7 43 8-9 51-8 60-3 5-7 71 3
: 6 8-9 82-6 9-91 4 6-8 500-1 3-6 8-10 3-5 7-21 4-6 8-31 5-7 9-40 4-6 8-9 52-9
: 61-4 6-9 71-6 8 80-9 91 3-8 601-2 4-7 10-1 5-6 8 20 3-7 9 32 4-8 41-3 5-52
: 4-5 7-60 3-4 6-7 70-1 3 5-6 80-4 6 8 92 7-9 701-2 4 7 12-3 7-8 20-2 4-6 8
: 34-8 40-1 4-5 7-53 6-7 9-62 4-6 9-73 6-84 8-93 5 7-804 7-10 4-7 9-20 2 5-7 9
: 32-3 6-8 40-1 3 5-6 8-53 6-7 9-60 2 4-6 9 73-4 6-80 2 5 7 9-91 3-4 6-7 9-901
: 5-10 2-4 6 22-6 8 30-6 40-2 4-5 7 9-51 3 5-6 8 60-3 5-6 9-70 2-3 6-7 9-81 4-6
: 8-92 5-6 8-9
